"Statistic Label","Month","Dwelling Status","Eircode Output","Stamp Duty Event","Type of Buyer","UNIT","VALUE"
"Mean Sale Price","2018 June","All Dwelling Statuses","N41: Carrick-on-Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","101500"
"Mean Sale Price","2018 June","All Dwelling Statuses","N91: Mullingar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171813"
"Mean Sale Price","2018 June","All Dwelling Statuses","P12: Macroom","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","246875"
"Mean Sale Price","2018 June","All Dwelling Statuses","P14: Crookstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","P17: Kinsale","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","255000"
"Mean Sale Price","2018 June","All Dwelling Statuses","P24: Cobh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","201250"
"Mean Sale Price","2018 June","All Dwelling Statuses","P25: Midleton","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","275796"
"Mean Sale Price","2018 June","All Dwelling Statuses","P31: Ballincollig","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","338758"
"Mean Sale Price","2018 June","All Dwelling Statuses","P32: Rylane","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","P36: Youghal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","200433"
"Mean Sale Price","2018 June","All Dwelling Statuses","P43: Carrigaline","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","273511"
"Mean Sale Price","2018 June","All Dwelling Statuses","P47: Dunmanway","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","P51: Mallow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","219000"
"Mean Sale Price","2018 June","All Dwelling Statuses","P56: Charleville","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","174667"
"Mean Sale Price","2018 June","All Dwelling Statuses","P61: Fermoy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","160000"
"Mean Sale Price","2018 June","All Dwelling Statuses","P67: Mitchelstown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","P72: Bandon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190500"
"Mean Sale Price","2018 June","All Dwelling Statuses","P75: Bantry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195000"
"Mean Sale Price","2018 June","All Dwelling Statuses","P81: Skibbereen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","P85: Clonakilty","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","169000"
"Mean Sale Price","2018 June","All Dwelling Statuses","R14: Athy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","157500"
"Mean Sale Price","2018 June","All Dwelling Statuses","R21: Mhuine Bheag","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","R32: Portlaoise","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","206433"
"Mean Sale Price","2018 June","All Dwelling Statuses","R35: Tullamore","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","270000"
"Mean Sale Price","2018 June","All Dwelling Statuses","R42: Birr","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","136833"
"Mean Sale Price","2018 June","All Dwelling Statuses","R45: Edenderry","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","221666"
"Mean Sale Price","2018 June","All Dwelling Statuses","R51: Kildare","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","304664"
"Mean Sale Price","2018 June","All Dwelling Statuses","R56: Curragh","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","287000"
"Mean Sale Price","2018 June","All Dwelling Statuses","R93: Carlow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","201669"
"Mean Sale Price","2018 June","All Dwelling Statuses","R95: Kilkenny","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","163611"
"Mean Sale Price","2018 June","All Dwelling Statuses","T12: Cork Southside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","338452"
"Mean Sale Price","2018 June","All Dwelling Statuses","T23: Cork Northside","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","248682"
"Mean Sale Price","2018 June","All Dwelling Statuses","T34: Carrignavar","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","T45: Glanmire","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","274400"
"Mean Sale Price","2018 June","All Dwelling Statuses","T56: Watergrasshill","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","262500"
"Mean Sale Price","2018 June","All Dwelling Statuses","V14: Shannon","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","139167"
"Mean Sale Price","2018 June","All Dwelling Statuses","V15: Kilrush","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","48000"
"Mean Sale Price","2018 June","All Dwelling Statuses","V23: Caherciveen","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 June","All Dwelling Statuses","V31: Listowel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","190000"
"Mean Sale Price","2018 June","All Dwelling Statuses","V35: Kilmallock","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","112500"
"Mean Sale Price","2018 June","All Dwelling Statuses","V42: Newcastle West","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","127000"
"Mean Sale Price","2018 June","All Dwelling Statuses","V92: Tralee","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","163282"
"Mean Sale Price","2018 June","All Dwelling Statuses","V93: Killarney","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171083"
"Mean Sale Price","2018 June","All Dwelling Statuses","V94: Limerick","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","208303"
"Mean Sale Price","2018 June","All Dwelling Statuses","V95: Ennis","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","195592"
"Mean Sale Price","2018 June","All Dwelling Statuses","W12: Newbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","255776"
"Mean Sale Price","2018 June","All Dwelling Statuses","W23: Celbridge","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","352097"
"Mean Sale Price","2018 June","All Dwelling Statuses","W34: Monasterevin","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","241241"
"Mean Sale Price","2018 June","All Dwelling Statuses","W91: Naas","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","325851"
"Mean Sale Price","2018 June","All Dwelling Statuses","X35: Dungarvan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","176000"
"Mean Sale Price","2018 June","All Dwelling Statuses","X42: Kilmacthomas","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","188000"
"Mean Sale Price","2018 June","All Dwelling Statuses","X91: Waterford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","185110"
"Mean Sale Price","2018 June","All Dwelling Statuses","Y14: Arklow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","242000"
"Mean Sale Price","2018 June","All Dwelling Statuses","Y21: Enniscorthy","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","149750"
"Mean Sale Price","2018 June","All Dwelling Statuses","Y25: Gorey","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171778"
"Mean Sale Price","2018 June","All Dwelling Statuses","Y34: New Ross","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","138317"
"Mean Sale Price","2018 June","All Dwelling Statuses","Y35: Wexford","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","188483"
"Mean Sale Price","2018 July","All Dwelling Statuses","A41: Ballyboughal","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 July","All Dwelling Statuses","A42: Garristown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 July","All Dwelling Statuses","A45: Oldtown","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 July","All Dwelling Statuses","A63: Greystones","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","509694"
"Mean Sale Price","2018 July","All Dwelling Statuses","A67: Wicklow","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","272454"
"Mean Sale Price","2018 July","All Dwelling Statuses","A75: Castleblaney","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 July","All Dwelling Statuses","A81: Carrickmacross","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","160000"
"Mean Sale Price","2018 July","All Dwelling Statuses","A82: Kells","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","173959"
"Mean Sale Price","2018 July","All Dwelling Statuses","A83: Enfield","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","171000"
"Mean Sale Price","2018 July","All Dwelling Statuses","A84: Ashbourne","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","317592"
"Mean Sale Price","2018 July","All Dwelling Statuses","A85: Dunshaughlin","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","339014"
"Mean Sale Price","2018 July","All Dwelling Statuses","A86: Dunboyne","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","245000"
"Mean Sale Price","2018 July","All Dwelling Statuses","A91: Dundalk","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","259166"
"Mean Sale Price","2018 July","All Dwelling Statuses","A92: Drogheda","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","250853"
"Mean Sale Price","2018 July","All Dwelling Statuses","A94: Blackrock","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","588869"
"Mean Sale Price","2018 July","All Dwelling Statuses","A96: Glenageary","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","802150"
"Mean Sale Price","2018 July","All Dwelling Statuses","A98: Bray","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","344944"
"Mean Sale Price","2018 July","All Dwelling Statuses","C15: Navan","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","244322"
"Mean Sale Price","2018 July","All Dwelling Statuses","D01: Dublin 1","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","355000"
"Mean Sale Price","2018 July","All Dwelling Statuses","D02: Dublin 2","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","343750"
"Mean Sale Price","2018 July","All Dwelling Statuses","D03: Dublin 3","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","399683"
"Mean Sale Price","2018 July","All Dwelling Statuses","D04: Dublin 4","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","722086"
"Mean Sale Price","2018 July","All Dwelling Statuses","D05: Dublin 5","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","372382"
"Mean Sale Price","2018 July","All Dwelling Statuses","D06: Dublin 6","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","678157"
"Mean Sale Price","2018 July","All Dwelling Statuses","D07: Dublin 7","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","376679"
"Mean Sale Price","2018 July","All Dwelling Statuses","D08: Dublin 8","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","364629"
"Mean Sale Price","2018 July","All Dwelling Statuses","D09: Dublin 9","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","388745"
"Mean Sale Price","2018 July","All Dwelling Statuses","D10: Dublin 10","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","265631"
"Mean Sale Price","2018 July","All Dwelling Statuses","D11: Dublin 11","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","280928"
"Mean Sale Price","2018 July","All Dwelling Statuses","D12: Dublin 12","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","343277"
"Mean Sale Price","2018 July","All Dwelling Statuses","D13: Dublin 13","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","354288"
"Mean Sale Price","2018 July","All Dwelling Statuses","D14: Dublin 14","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","480955"
"Mean Sale Price","2018 July","All Dwelling Statuses","D15: Dublin 15","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","347925"
"Mean Sale Price","2018 July","All Dwelling Statuses","D16: Dublin 16","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","512693"
"Mean Sale Price","2018 July","All Dwelling Statuses","D17: Dublin 17","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro",""
"Mean Sale Price","2018 July","All Dwelling Statuses","D18: Dublin 18","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","498947"
"Mean Sale Price","2018 July","All Dwelling Statuses","D20: Dublin 20","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","364500"
"Mean Sale Price","2018 July","All Dwelling Statuses","D22: Dublin 22","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","271200"
"Mean Sale Price","2018 July","All Dwelling Statuses","D24: Dublin 24","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","309834"
"Mean Sale Price","2018 July","All Dwelling Statuses","D6W: Dublin 6W","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","539333"
"Mean Sale Price","2018 July","All Dwelling Statuses","E21: Cahir","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","306000"
"Mean Sale Price","2018 July","All Dwelling Statuses","E25: Cashel","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","132500"
"Mean Sale Price","2018 July","All Dwelling Statuses","E32: Carrick-on-Suir","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","104833"
"Mean Sale Price","2018 July","All Dwelling Statuses","E34: Tipperary","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","151033"
"Mean Sale Price","2018 July","All Dwelling Statuses","E41: Thurles","Executions","Household Buyer - First-Time Buyer Owner-Occupier","Euro","117667"
